COMMON_NAME,SCIENTIFIC_NAME,order,family,TipLabel,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,intra_annual_variability,brain_residual,diet_breadth,adult_body_mass_g,functional_diet,mean_flock_size,total_range_km2,habitat_generalism_scaled,clutch_size,migration_status,Jan
Common Merganser,Mergus merganser,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus_merganser,4.440981835842132,2.6492662425637246,1.4798876830637455,0.9046296338140964,0.5273002973496914,0.6507339458465576,0.9601978380084037,1.1380890013426543,1.5736207658648491,2.490239545285702,4.287534174859524,1.7097535195954185,0.014311105,0.035793412,1462.5,VertFishScav,4.166666666666667,35185882.24,0.22,9.4,Migrant,5.671279411911964
Common Pauraque,Nyctidromus albicollis,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),Nyctidromus_albicollis,0.6312997799292207,0.4489047399833798,0.5652360443174839,0.32981473302841186,0.4856161619052291,0.2170536651983857,0.26280852838605645,0.3525052451789379,0.3908585977181792,2.236943839803338,0.5914981962740421,0.5385101428895729,-0.07904576,0,54,Invertebrate,1,13748811.46,0.44,2,Resident,0.7861101489514113
Common Raven,Corvus corax,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus_corax,0.856045005172491,0.7921194438934326,0.6678740213811397,0.5345304985195398,0.37718365164101125,0.416675047762692,0.47059166845679284,0.5805075597167015,0.6845574251562357,0.7781113519072532,0.9446548012793065,0.18932545403902268,1.061338547,0.119277245,1097,VertFishScav,1.8333333333333333,52309437.62,0.44,4.1,Resident,0.8742305723279714
Common Tern,Sterna hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Sterna_hirundo,0.7957123079299927,1.497837553113699,1.6662746297121047,1.077144277125597,1.2100677573382854,1.0335204769968986,0.8355731801390648,0.8972679976373911,1.0849317736923694,2.5309460148811342,1.2994565083384513,0.4967051008792455,0.156868646,0.004681652,124,VertFishScav,3.1666666666666665,50897452.72,0.33,2.52,Migrant,1.7678875077962874
Common Yellowthroat,Geothlypis trichas,Passeriformes,Parulidae (New World Warblers),Geothlypis_trichas,3.525927473783493,3.3135859743356706,2.360223763436079,1.5111285921931268,0.8577210124582052,0.9029516427814961,1.2371454050838948,2.3439669743180276,4.014803389132023,4.245201993823051,3.811296668291092,1.2588763312194455,0.38053027,0,9.666666667,Invertebrate,1.5833333333333333,15122206.2,0.33,3.99,Migrant,3.5079068648219107
Cooper's Hawk,Accipiter cooperii,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Accipiter_cooperii,7.504897298693657,7.136929413795471,6.509443525195122,6.996199052214623,4.871828234136105,4.753800521373749,5.3774890080690385,4.9555615426898,4.711109132945538,5.474884891808033,6.575934054613113,1.0268296299616801,0.428232006,0.00163104,452,VertFishScav,1,10487683.33,0.22,3.8,Migrant,6.499398723483085
Curve-billed Thrasher,Toxostoma curvirostre,Passeriformes,Mimidae (Mockingbirds and Thrashers),Toxostoma_curvirostre,3.421919556438923,2.393868862390518,1.5801199537217616,1.328073436230421,3.477512859672308,1.5785326201617718,1.2403097935169936,4.948673147022724,4.550634026706219,5.129054859578609,3.2491941595077516,1.4394132226853389,0.556212083,0.073364564,78.7,Omnivore,1.25,2044714.203,0.22,3.62,Resident,4.178514946728945
Dark-eyed Junco,Junco hyemalis,Passeriformes,Passerellidae (New World Sparrows),Junco_hyemalis,3.193078085064888,3.0485662891864775,2.267486166447401,0.900178955361247,0.37892171159386634,0.4144470380693674,0.4751717967391014,1.0577271206825971,2.301085066109896,3.030202020585537,3.130523695677519,1.1965951942939006,0.42370497,0.17491013,19.475,PlantSeed,3.25,16171862.19,0.22,4,Migrant,3.096712763786316
Dickcissel,Spiza americana,Passeriformes,Cardinalidae (Cardinals and Allies),Spiza_americana,1.7859024510979653,3.2769952845573425,1.6058052504360676,0.8357391467541456,0.7324458760023117,0.6925077175050974,0.7551456388682127,1.832571384102106,1.4443282672762872,1.7079444956183434,1.4117305506467819,0.7164563998759208,0.365381518,0.167913725,26.9,PlantSeed,1.5,6182119.696,0.22,4.02,Migrant,1.5650124627649784
Downy Woodpecker,Dryobates pubescens,Piciformes,Picidae (Woodpeckers),Picoides_pubescens,4.1416339005231855,4.321410683691502,4.444512635290622,3.675465071320534,2.800516481041908,2.8919242967367174,3.6713916174173353,4.261394639134407,4.226751151263714,4.054275943875313,4.015785648286343,0.5361273757268074,0.620801212,0.073084121,27.5,Invertebrate,1,12796079.42,0.11,4.79,Resident,4.075924359381199
Dusky-capped Flycatcher,Myiarchus tuberculifer,Passeriformes,Tyrannidae (Tyrant Flycatchers),Myiarchus_tuberculifer,0.29076307665556667,0.26588187233358623,0.1991435013487935,0.17364434116333724,0.16799164777249098,0.16031477915495634,0.2038581359833479,0.30423650138825176,0.3318929204046726,0.3031819696947932,0.26357376321405174,0.06136356286633722,0.250204949,0.073084121,18.15,Invertebrate,1,10588637.49,0.22,3.54,Resident,0.29117387782782317
Eared Grebe,Podiceps nigricollis,Podicipediformes,Podicipedidae (Grebes),Podiceps_nigricollis,3.766054394721985,3.2932395236194134,1.3729958223849534,0.6405307465642691,0.3975728581100702,0.4717232828438282,0.43972183249890806,0.8459490138888359,1.533749446630478,2.3826448811888694,3.7223295879364016,1.4415006332985425,-0.562059235,0.028608359,380,Invertebrate,3.0833333333333335,23695166.11,0.22,3.46,Migrant,3.983610910952091
Eastern Bluebird,Sialia sialis,Passeriformes,Turdidae (Thrushes and Allies),Sialia_sialis,2.6103490426540374,2.31087729793787,2.193880422949791,1.8485406806468965,1.394939424097538,1.5134114618599415,1.9383686468303203,2.282878166079521,2.3350580874085427,2.289071283221245,2.413654798865318,0.38291410940690884,0.424194259,0.069572774,29.65,Invertebrate,2.4166666666666665,5895901.053,0.33,4.4,Migrant,2.5016741464138033
Eastern Wood-Pewee,Contopus virens,Passeriformes,Tyrannidae (Tyrant Flycatchers),Contopus_virens,0.22975070095807315,0.2711034402176738,1.0788521192222833,1.8678966122865677,1.0673856554925443,1.094677495867014,1.6072585749924182,2.8411878288388253,2.8242195509672166,0.9120527538955212,0.2524057157486677,0.936679029777032,0.00639034,0.023556822,13.95,Invertebrate,1,10574433.07,0.11,3,Migrant,0.26204106978327035
European Starling,Sturnus vulgaris,Passeriformes,Sturnidae (Starlings),Sturnus_vulgaris,5.1406675373315815,4.8853344185352325,4.856022544384003,4.136112471580505,3.286564522087574,3.752430930376053,3.999970332324505,4.597288201630115,4.70380774641037,5.009978017449379,5.250005712926388,0.6384538201854698,0.472882543,0.142349828,77.675,Omnivore,6.666666666666667,21823243.95,0.56,4.5,Migrant,5.258189359843731
Ferruginous Hawk,Buteo regalis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Buteo_regalis,0.4450318971425295,0.34260577953606847,0.2512269065529108,0.22905738489329816,0.23215185350179673,0.2643455357179046,0.24199342384934425,0.23753758680820464,0.34360850826650857,0.41042768163979054,0.5560039086788893,0.11365688737913401,0.4544223,0.00163104,1469.5,VertFishScav,1,4975048.756,0.33,3.75,Migrant,0.4879878368526697
Fish Crow,Corvus ossifragus,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",Corvus_ossifragus,7.807924723744392,6.352745992422104,5.434753548026085,4.846721171498299,4.8672975546121595,4.942206891298294,4.508283798336983,5.977350792169571,6.607286395668983,7.213768317341804,9.340876199960709,1.6536922134817897,0.91302965,0.150242402,285.05,Omnivore,2.0833333333333335,970882.3423,0.22,4.5,Resident,9.077671469092369
Franklin's Gull,Leucophaeus pipixcan,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_pipixcan,2.644604144960642,3.4389070727229116,2.2221762432456016,1.3955351568162442,0.8911485941112042,0.9484072011709214,0.9674523170590401,1.560432038605213,1.8665913276672363,2.8680519926548005,3.291250450134277,0.9286818683457613,0.066805984,0.126429772,280,Omnivore,8.583333333333334,8494263.144,0.56,2.5,Migrant,2.785752704292536
Gadwall,Mareca strepera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas_strepera,4.52181892991066,2.935170108616352,1.9543348130881786,1.1622558237314224,0.8273814693689346,1.2119901286661625,1.5360987699925899,2.449808625251055,2.8550846704244615,3.877653092622757,5.02787111145258,1.6230910605765556,-0.154376892,0.132494798,850,PlantSeed,4.833333333333333,34423590.07,0,9.96,Migrant,5.690395914912224
Glaucous-winged Gull,Larus glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_glaucescens,4.16611470746994,3.5275949380993845,2.8762665741443634,2.4688144487142565,2.3336359414160253,1.724518848657608,2.0387233202755453,1.8152835797965527,2.5052981645464896,3.880788205206394,4.566331406235695,1.0160914400800745,0.415507165,0.014412947,1010,VertFishScav,4.333333333333333,6473169.54,0.67,2.7,Migrant,4.2452476315498355
Glossy Ibis,Plegadis falcinellus,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),Plegadis_falcinellus,4.711963100790977,4.9066640021801,2.3159235705137253,1.5403046647012233,1.7517594284415245,1.3577643235623837,1.2406468210220336,1.989980237364769,4.470672177553177,4.561743919849396,4.916281929612159,1.545093734738178,0.307925541,0.017044153,633.75,Invertebrate,4.166666666666667,27085735.72,0.11,4,Migrant,3.8109718322753907
Golden-crowned Kinglet,Regulus satrapa,Passeriformes,Regulidae (Kinglets),Regulus_satrapa,2.615082184165716,2.7275208759307863,3.2914056003689764,0.4169726337045431,0.23706966623663903,0.2418841248676181,0.2825797057300806,0.5592724968641997,2.4855383839309217,2.3408702020645142,2.139824319243431,1.1834997624819008,0.247972656,0,6.103333333,Invertebrate,2,11542518.31,0,7.96,Migrant,2.453958427041769
Golden Eagle,Aquila chrysaetos,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Aquila_chrysaetos,0.3660190536901355,0.39271936904639004,0.32730838800221684,0.25555082462728024,0.21835919514298438,0.2305338715389371,0.2225516937300563,0.26579533332586286,0.48645779870450495,0.47497959074378016,0.39786388782411813,0.09535429878986951,0.48642925,0.004679129,4383,VertFishScav,1,43353723.48,0.44,2,Migrant,0.3655956939831376
Grasshopper Sparrow,Ammodramus savannarum,Passeriformes,Passerellidae (New World Sparrows),Ammodramus_savannarum,1.0589198430776596,1.303456872969866,1.0354137033075095,0.8224103511571884,0.6411914595663547,0.6956329217255115,0.714474455177784,0.9124504989683628,1.739870547145605,0.9784817067980767,0.914446114346385,0.30062457776186013,0.258536779,0.17491013,17.9,Invertebrate,1.3333333333333333,7887250.248,0.22,4.28,Migrant,1.0411737122088671
Gray Catbird,Dumetella carolinensis,Passeriformes,Mimidae (Mockingbirds and Thrashers),Dumetella_carolinensis,1.918725902915001,2.1713856178820135,3.9434438936710356,2.611096114695072,1.6505727403759956,1.9198043316304683,2.5975232186317445,3.2094697439074515,3.507496079444885,2.3563938963711264,1.8794479414224625,0.7560542159759646,0.386871337,0.065921931,35.35,Invertebrate,1.5833333333333333,8544885.194,0.22,3.68,Migrant,1.613164932847023
Gray Kingbird,Tyrannus dominicensis,Passeriformes,Tyrannidae (Tyrant Flycatchers),Tyrannus_dominicensis,1.908033659696579,1.6209354804158211,1.6543988646119834,2.691639219045639,2.892347742319107,2.5650383397340772,3.2030225848555567,3.1375305182337763,2.416515519320965,2.057747315376997,1.999714651942253,0.5413486700806521,0.142459111,0.062021017,46.78333333,Invertebrate,2,1743059.224,0.44,3.03,Migrant,2.4382463970780375
Great-tailed Grackle,Quiscalus mexicanus,Passeriformes,Icteridae (Troupials and Allies),Quiscalus_mexicanus,3.989813817232847,4.015595534682274,3.839455885708332,3.9280716248750687,5.041618570804596,4.8009996641278265,4.925413247942925,5.651323045134545,5.334823029220105,4.871140632808208,4.575168128728866,0.5994811105765021,0.501193096,0.132476474,168.7,Invertebrate,5.25,5005232.774,0.33,3.29,Resident,4.214390552699566
Great Black-backed Gull,Larus marinus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_marinus,3.3318721523284913,3.062576650261879,1.8582695098221302,1.0299606175124645,0.8603552266210318,0.8566162190586328,0.8854750212430954,0.9774184865057468,1.221609893977642,2.1386045381724834,2.9804561129808427,1.0993090286188725,0.239413421,0.052242689,1658.5,Omnivore,3,13384473.33,0.22,2.8,Migrant,3.7439296386241914
Great Blue Heron,Ardea herodias,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",Ardea_herodias,3.389051192224026,3.173834309279919,2.633960539281368,2.0927989006638525,1.9533314285874366,1.970961689323187,1.8632733433842659,2.1773817555606367,2.630222522675991,2.958721885442734,3.447490853190422,0.6305585898014089,0.079214773,0.019154579,2388.666667,VertFishScav,1.0833333333333333,15348759.95,0.22,3.55,Migrant,3.499637801706791
Great Cormorant,Phalacrocorax carbo,Suliformes,Phalacrocoracidae (Cormorants and Shags),Phalacrocorax_carbo,1.1816655095219613,1.3935592827498913,0.9508149521052838,0.6045900374948978,0.1973784473016858,0.2916189798489213,0.26263492576777936,0.3856740912050009,0.7395461089909077,1.045691129744053,1.0095244627296924,0.41972809700425784,0.236002542,0.01659024,2200,VertFishScav,2.6666666666666665,32264050.82,0.33,3.5,Migrant,1.2429950466752053
Great Horned Owl,Bubo virginianus,Strigiformes,Strigidae (Owls),Bubo_magellanicus,1.890217476785183,2.0660345425009727,2.1069531019628047,0.9798633020818234,0.6696919469237328,0.7121330921947956,0.8958444575667381,0.9555874658375978,1.3206743374168872,1.7473836105167866,1.6719466079175471,0.5526878350199328,1.007274563,0.006764485,1377.25,VertFishScav,1,24420649.93,0.11,2.55,Resident,1.9866989659667016
Great Kiskadee,Pitangus sulphuratus,Passeriformes,Tyrannidae (Tyrant Flycatchers),Pitangus_sulphuratus,1.1919753314852715,1.0305657180547714,1.5879086833298206,1.253920477807522,1.429250390470028,0.9671679444760084,1.3432299822419882,1.6449212710559369,1.4593371308743954,1.6675608848333359,1.228336803138256,0.23464325311962358,0.266549904,0.073519341,61.91666667,Omnivore,2,16133182.43,0.33,3.5,Resident,1.1230070990920067
Greater Roadrunner,Geococcyx californianus,Cuculiformes,Cuculidae (Cuckoos),Geococcyx_californianus,1.1878283959180116,1.1561890511512756,0.7861002124398947,0.6195516178235412,0.9825631468147039,0.7245407200008631,0.5512751414328814,1.3982305614352226,1.5601781833171844,1.375451448455453,1.487182894051075,0.3466936146718159,0.339050434,0.062815814,376,VertFishScav,1,3008568.39,0.22,4.44,Resident,1.1579356442540885
Greater White-fronted Goose,Anser albifrons,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anser_albifrons,1.335909495651722,0.918009772002697,0.8662636747807264,1.1566336838901043,0.8292051143348217,1.5049446079730988,1.1991156054735184,0.8267339953333139,1.200806601792574,1.1889065673947334,1.647877942174673,0.37148062136697874,0.064557488,0.135863802,2387.5,PlantSeed,5.5,10566900.09,0.44,5.5,Migrant,2.063549110174179
Greater Yellowlegs,Tringa melanoleuca,Charadriiformes,Scolopacidae (Sandpipers and Allies),Tringa_melanoleuca,1.4649596018791198,1.4067788461744786,1.132930989086628,0.9527497615814209,0.7733507103621959,0.915299752175808,1.0280893248915672,1.2724929330348969,1.4315532678663732,1.538092984765768,1.7977108730822802,0.3198864316010198,-0.008378205,0.014161996,170,Invertebrate,1.9166666666666667,34088629.38,0.56,3.7,Migrant,1.648478147983551
Green-winged Teal,Anas crecca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas_crecca,3.502312984883785,1.9690694036483765,1.1915980679690839,0.8201868884265423,0.6087283570766449,0.7954646639823914,1.0362125673890115,1.4416891689300537,1.8942732472419739,2.739875716865063,3.7669613852500916,1.3084376269676965,0.010952438,0.148432313,343.8,PlantSeed,5.416666666666667,57630380.11,0,9.5,Migrant,4.495304734647274
Green Kingfisher,Chloroceryle americana,Coraciiformes,Alcedinidae (Kingfishers),Chloroceryle_americana,0.6124819547384978,0.43266683630645275,0.6337402743250131,0.4517430104464292,0.4087351537197828,0.3076771749034524,0.35257331854850055,0.6658232522681355,0.660925021559,1.5158922554254532,0.6826207883805037,0.3145322268759364,0.264999157,0.020002776,33.86666667,VertFishScav,1,16947368.95,0.56,5,Resident,0.6503561762273311
Hairy Woodpecker,Dryobates villosus,Piciformes,Picidae (Woodpeckers),Picoides_villosus,1.4635692397356033,1.6839970463216305,1.8945417748987674,1.632169313967228,0.7118233096301556,0.7345958193391562,1.1352137762904166,1.6904558778107166,1.7790765094161034,1.7599646898508072,1.7857365806400776,0.4093127159634375,0.897648199,0.151253031,65.875,Invertebrate,1,13328640.11,0,3.93,Resident,1.6769109432399274
Harlequin Duck,Histrionicus histrionicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Histrionicus_histrionicus,0.7689848563671112,0.731974111288786,0.6313517793864012,0.4720270735770464,0.32869749249517916,0.34982873977720735,0.5047363085597754,0.6047211372554302,0.655418875515461,0.8389633919000625,0.8233412787020207,0.18100848216238238,0.311684305,0.004681652,561.25,Invertebrate,4,11171499.21,0.22,5.7,Resident,0.8261565030217171
Harris's Hawk,Parabuteo unicinctus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",Parabuteo_unicinctus,1.826775690615177,1.7296715840697288,2.096474156141281,3.71688083422184,4.605442311048508,4.247137521922588,5.130067313075066,4.212160946011544,2.4656786423921586,2.0508316521048546,3.250992108106613,1.220917596319338,0.577260552,0.002710765,939.63,VertFishScav,1,9017206.53,0.22,2.84,Resident,2.0763400624990465
Heermann's Gull,Larus heermanni,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_heermanni,6.946380953669548,7.203596701860428,5.384494641900063,4.951975811958313,3.107830908894539,2.042753166913986,0.9215786346644164,1.318213321596384,1.2920764280706645,7.415530923604965,7.778160759449005,2.6518891343064372,0.147981812,0.028608359,500,VertFishScav,8.25,1484419.735,0.22,1.52,Migrant,6.129267818808556
Herring Gull,Larus argentatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_argentatus,3.38836513364315,3.2649261570572854,2.411548318952322,1.430891675233841,1.143227170497179,1.1006053543388843,1.110607963204384,1.269012115597725,1.7200279257595539,2.658177531957626,3.399061108350754,1.0477182854869658,0.275280039,0.025266393,1085,VertFishScav,5,3519021.184,0.67,2.6,Migrant,3.8260250869989396
Hooded Warbler,Setophaga citrina,Passeriformes,Parulidae (New World Warblers),Wilsonia_citrina,0.22044311591237783,0.665247979298234,1.4092103516459464,0.7582963969707489,0.5726343499869109,0.5819365091472865,1.0044735188484193,1.4881920910775661,1.145774324297905,0.37506445063650606,0.2343938291594386,0.44838294609048857,0.237549786,0,10.7,Invertebrate,1,3114961.922,0,3.61,Migrant,0.23543313322961332
Horned Grebe,Podiceps auritus,Podicipediformes,Podicipedidae (Grebes),Podiceps_auritus,1.8667335749864578,2.440991246342659,2.3721802681684494,1.1190972711145877,1.248635332584381,1.301423209130764,0.8908391815721989,0.8723171290010214,1.2459324272871017,1.8185726655125618,1.849681433081627,0.539294382054413,-0.234877757,0.014161996,420.5833333,VertFishScav,2,12262522.88,0.11,3.75,Migrant,1.9423738374710082
Horned Lark,Eremophila alpestris,Passeriformes,Alaudidae (Larks),Eremophila_alpestris,0.7648245277702809,0.6810028196871281,0.5609829456210137,0.5347183333337306,0.3756742990165949,0.43017062933743,0.6457712823748588,0.6678055396825076,0.7073080109357834,0.7708580291867256,0.7332924312055111,0.13722601661333292,0.246920581,0.097602568,34.25,Omnivore,4.583333333333333,41754053.66,0.44,3.04,Migrant,0.8058015624582767
House Finch,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",Carpodacus_mexicanus,6.687446740865707,6.228131139397621,6.106954905211926,5.655881425857544,4.918188464641571,5.190123881816864,5.34564331138134,6.05513550722599,6.08138598459959,6.066780637621879,6.2593213963508605,0.5197202552208424,0.326427609,0.143626284,21.4,PlantSeed,3,7553635.673,0.22,4.21,Resident,6.290588569879532
House Sparrow,Passer domesticus,Passeriformes,Passeridae (Old World Sparrows),Passer_domesticus,8.53716659295559,8.434031307339668,9.020173540830612,8.489233342170715,6.910510967493058,7.141737814068795,7.926774885416031,9.941063888072968,9.520758747935295,8.77720147550106,8.631027839660645,0.8629075384789047,0.473161017,0.070892858,27.7,PlantSeed,4.75,34757769.9,0.67,4,Resident,8.415628850579262
House Wren,Troglodytes aedon,Passeriformes,Troglodytidae (Wrens),Troglodytes_aedon,1.569076615512371,1.6155393203794957,2.8580711929500104,2.141647725135088,1.3104480469226838,1.3562519906163215,1.9833344332575797,3.042024795770645,2.974602346420288,2.340287220776081,2.0109442073702812,0.6165697027329249,0.344671289,0,11,Invertebrate,1.25,28989891.36,0.33,6.43,Migrant,1.6642861495018004
Inca Dove,Columbina inca,Columbiformes,Columbidae (Pigeons and Doves),Columbina_inca,2.3464330895841123,1.8754107438921928,1.5242676913738251,1.704755280405283,3.067793645143509,2.0645063951909544,1.8682256588339805,2.9995151068866255,2.712333596467972,2.9159052179455758,2.2134871569573877,0.5238667124970627,-0.124589907,0.169333175,48.75,PlantSeed,2.3333333333333335,2760685.367,0.11,2,Resident,2.3539843545556067
Indigo Bunting,Passerina cyanea,Passeriformes,Cardinalidae (Cardinals and Allies),Passerina_cyanea,0.8050699022114277,0.7665572900176049,2.196419387370348,1.598340364575386,1.05701062220335,1.126245509415865,1.493050405293703,1.9320502597987652,2.68810766094923,2.801374038338661,1.0423599541485309,0.7162982040554197,0.354708548,0.176638288,14.7,PlantSeed,2,7599975.919,0.11,3,Migrant,0.9449238887280226
Killdeer,Charadrius vociferus,Charadriiformes,Charadriidae (Plovers and Lapwings),Charadrius_vociferus,2.3571088316440583,2.26371802341938,1.9156041912436486,1.389599896132946,1.4725231206715106,1.7350461065769196,1.724001278370619,2.27843009147048,2.5446645038127897,2.4418804848790168,2.42345760756731,0.4167609694050503,-0.156713869,0.057821531,94.275,Invertebrate,2.5,16661319.49,0.22,4,Migrant,2.5019566383361815
Ladder-backed Woodpecker,Dryobates scalaris,Piciformes,Picidae (Woodpeckers),Picoides_scalaris,1.2099578554481267,0.906469428151846,0.7300472611635923,0.5078896605297923,0.7583649484813213,0.5624945159927011,0.5045604732558131,1.3822948154062034,1.26150275811553,1.4679924303591252,1.268809793934226,0.35718227479328923,0.66610687,0.063341677,30.6,Invertebrate,1,2914716.39,0.11,4,Resident,1.1981992554664611
Lark Bunting,Calamospiza melanocorys,Passeriformes,Passerellidae (New World Sparrows),Calamospiza_melanocorys,0.3410686978325248,0.3053013437986374,0.20847255409508944,0.2085654911994934,0.22753603871166705,0.21333636053651572,0.20984069041907788,0.25132685947418215,0.8707628304213285,0.4035977526605129,0.40323476172983647,0.18547723677839845,0.424332554,0.17491013,37.4,PlantSeed,4.583333333333333,3695333.492,0.22,3.72,Migrant,0.31479941053688526
Laughing Gull,Leucophaeus atricilla,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_atricilla,3.731684227705002,3.3764115409851074,2.5883907610177994,1.6942025307118893,1.6960555129945278,1.5957130879163741,1.6438408416211605,1.6210180859565735,1.7310090495944024,3.008006474196911,3.3731534535884857,0.8654209885731223,0.21724768,0.01304798,308,VertFishScav,8,3757177.361,0.22,2.51,Migrant,3.3617663340568544
Least Flycatcher,Empidonax minimus,Passeriformes,Tyrannidae (Tyrant Flycatchers),Empidonax_minimus,0.3190023560523987,0.30362218350917103,1.6650155822336674,1.6651496623456479,0.43760333317518235,0.4651363445967436,1.908830650150776,3.417820071220398,0.8833186104297638,0.48710572355985643,0.3830064922049642,0.9615004479091237,-0.019000005,0.023556822,10.275,Invertebrate,1,11594705.34,0.22,3.94,Migrant,0.35844106889516114
Least Sandpiper,Calidris minutilla,Charadriiformes,Scolopacidae (Sandpipers and Allies),Calidris_minutilla,3.300374083042145,3.2678856323361396,2.0793927888572217,1.1452510744929314,0.8748281202465296,1.3273773664832116,1.2587034012973308,1.4016011426150798,2.018120566338301,3.0094159449338913,3.5152600842714308,1.0194370156523502,-0.060939575,0,23.45,Invertebrate,7,25801657.14,0.67,4,Migrant,3.424120474934578
Lesser Black-backed Gull,Larus fuscus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",Larus_fuscus,3.453232980072498,2.419805970489979,1.647158698439598,0.8588843278586864,0.7903185848891735,0.7115824985206127,0.7663034139573575,0.8769129873216153,1.0856505579948426,2.304576310276985,3.6937082751393318,1.2341799567947702,0.29883832,0.025266393,1010.25,VertFishScav,2,21563914.91,0.78,2.71,Migrant,3.8781010984778406
Lesser Scaup,Aythya affinis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Aythya_affinis,5.013134237766266,2.9735924832224847,1.9953220472931863,1.019403358221054,0.6876752700358629,0.8487646670341492,0.9182190028727054,1.0976965925991535,1.8184824917316438,3.024423892378807,4.990850811719894,1.8852226743256786,-0.039406101,0.132494798,788.5,PlantSeed,4.333333333333333,16167233.45,0.33,9.91,Migrant,6.063886185646057
Lewis's Woodpecker,Melanerpes lewis,Piciformes,Picidae (Woodpeckers),Melanerpes_lewis,0.595906413629651,0.5023745982944965,0.4219627067148685,0.3038098469525576,0.24240537831187248,0.25855815709382296,0.3248634453564882,0.36299041475355626,0.42317964987456796,0.4094149545133114,0.5105521229356528,0.124106338010658,0.475098773,0.188932103,113,Invertebrate,1.4166666666666667,3400592.788,0.11,5.88,Migrant,0.620749965056777
Limpkin,Aramus guarauna,Gruiformes,Aramidae (Limpkin),Aramus_guarauna,4.779927287876606,5.161606635987758,6.236032841801643,4.708558290243149,5.420916152596473,3.4780345583856107,4.254433144032955,6.177092517077923,5.5978901641964915,4.854314348042012,5.560775853037834,0.788084831177362,0.265928641,0.010195456,1085,Omnivore,2,12182264.39,0.22,5.5,Resident,4.702033969700336
Loggerhead Shrike,Lanius ludovicianus,Passeriformes,Laniidae (Shrikes),Lanius_ludovicianus,1.7710069015622139,1.7460397226512432,1.2145470301657915,0.7268534997105598,1.005601275011897,0.8200470712929964,0.7895815217494965,1.3064388855099678,1.6110014272630215,1.65958823376894,1.6924349682927131,0.40949571406688995,0.504956822,0.003752485,47.225,Invertebrate,1,9319674.985,0.33,5.4,Migrant,1.6812337632477283
Long-billed Dowitcher,Limnodromus scolopaceus,Charadriiformes,Scolopacidae (Sandpipers and Allies),Limnodromus_scolopaceus,3.4758827303647997,3.1727325771450996,2.00589289945364,0.9128725517988205,1.04448788022995,1.0828430043160915,1.4548546748757363,1.4958430581390858,1.6542861820161343,2.2145670744478703,2.720931765317917,0.9428747668066387,0.073120611,0.156120058,108.125,Invertebrate,7.333333333333333,10432152.89,0.11,3.9,Migrant,3.446231713950634
Long-tailed Duck,Clangula hyemalis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Clangula_hyemalis,2.089315002113581,2.0157192543148996,1.953346229493618,1.2030149168670177,1.080317091912031,1.0603577075898647,0.984717930495739,0.6540347950160503,1.0872836910784245,1.4292163109183311,1.6133344092071056,0.513816185762753,0.080304663,0.01514726,814,Invertebrate,3.9166666666666665,14178120.95,0.22,7.5,Migrant,2.2008771718740463
Mallard,Anas platyrhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",Anas_platyrhynchos,5.972800095081329,4.486647451579571,3.933017035126686,3.556862135231495,2.948444385290146,3.73425197327137,3.6650379254817964,4.397569710314274,4.4917691600322724,4.946372003734112,6.24810507953167,1.1913109975293945,0.054009749,0.159068993,1121,Omnivore,7.75,46205045.24,0.11,10.53,Migrant,6.8227875806093214
