COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
White-chinned Thistletail,Asthenes fuliginosa,LC,Schizoeaca_fuliginosa
Puna Thistletail,Asthenes helleri,VU,Schizoeaca_helleri
Rusty-fronted Canastero,Asthenes ottonis,LC,Asthenes_ottonis
Eye-ringed Thistletail,Asthenes palpebralis,LC,Schizoeaca_palpebralis
Maquis Canastero,Asthenes heterura,NT,Asthenes_heterura
Canyon Canastero,Asthenes pudibunda,LC,Asthenes_pudibunda
Vilcabamba Thistletail,Asthenes vilcabambae,LC,Schizoeaca_vilcabambae
Pink-legged Graveteiro,Acrobatornis fonsecai,VU,Acrobatornis_fonsecai
Orange-fronted Plushcrown,Metopothrix aurantiaca,LC,Metopothrix_aurantiaca
Double-banded Greytail,Xenerpestes minlosi,LC,Xenerpestes_minlosi
Equatorial Greytail,Xenerpestes singularis,NT,Xenerpestes_singularis
Spectacled Prickletail,Siptornis striaticollis,LC,Siptornis_striaticollis
Roraiman Barbtail,Roraimia adusta,LC,Roraimia_adusta
Speckled Spinetail,Thripophaga gutturata,LC,Cranioleuca_gutturata
Orinoco Softtail,Thripophaga cherriei,VU,Thripophaga_cherriei
Striated Softtail,Thripophaga macroura,VU,Thripophaga_macroura
Plain Softtail,Thripophaga fusciceps,LC,Thripophaga_fusciceps
Straight-billed Reedhaunter,Limnoctites rectirostris,NT,Limnoctites_rectirostris
Sulphur-throated Spinetail,Cranioleuca sulphurifera,LC,Cranioleuca_sulphurifera
Marcapata Spinetail,Cranioleuca marcapatae,VU,Cranioleuca_marcapatae
Light-crowned Spinetail,Cranioleuca albiceps,LC,Cranioleuca_albiceps
Parker's Spinetail,Cranioleuca vulpecula,LC,Cranioleuca_vulpecula
Russet-mantled Softtail,Cranioleuca berlepschi,VU,Thripophaga_berlepschi
Rusty-backed Spinetail,Cranioleuca vulpina,LC,Cranioleuca_vulpina
Coiba Spinetail,Cranioleuca dissita,NT,Cranioleuca_dissita
Scaled Spinetail,Cranioleuca muelleri,EN,Cranioleuca_muelleri
Creamy-crested Spinetail,Cranioleuca albicapilla,LC,Cranioleuca_albicapilla
Olive Spinetail,Cranioleuca obsoleta,LC,Cranioleuca_obsoleta
Pallid Spinetail,Cranioleuca pallida,LC,Cranioleuca_pallida
Stripe-crowned Spinetail,Cranioleuca pyrrhophia,LC,Cranioleuca_pyrrhophia
Bolivian Spinetail,Cranioleuca henricae,EN,Cranioleuca_henricae
Red-faced Spinetail,Cranioleuca erythrops,LC,Cranioleuca_erythrops
Baron's Spinetail,Cranioleuca baroni,LC,Cranioleuca_baroni
Line-cheeked Spinetail,Cranioleuca antisiensis,LC,Cranioleuca_antisiensis
Ash-browed Spinetail,Cranioleuca curtata,VU,Cranioleuca_curtata
Tepui Spinetail,Cranioleuca demissa,LC,Cranioleuca_demissa
Grey-headed Spinetail,Cranioleuca semicinerea,LC,Cranioleuca_semicinerea
Streak-capped Spinetail,Cranioleuca hellmayri,LC,Cranioleuca_hellmayri
Crested Spinetail,Cranioleuca subcristata,LC,Cranioleuca_subcristata
Dusky-tailed Canastero,Pseudasthenes humicola,LC,Asthenes_humicola
Patagonian Canastero,Pseudasthenes patagonica,LC,Asthenes_patagonica
Steinbach's Canastero,Pseudasthenes steinbachi,LC,Asthenes_steinbachi
Cactus Canastero,Pseudasthenes cactorum,LC,Asthenes_cactorum
Bay-capped Wren-spinetail,Spartonoica maluroides,NT,Spartonoica_maluroides
Grey-crested Cachalote,Pseudoseisura unirufa,LC,Pseudoseisura_unirufa
Caatinga Cachalote,Pseudoseisura cristata,LC,Pseudoseisura_cristata
Brown Cachalote,Pseudoseisura lophotes,LC,Pseudoseisura_lophotes
White-throated Cachalote,Pseudoseisura gutturalis,LC,Pseudoseisura_gutturalis
White-bellied Spinetail,Mazaria propinqua,LC,Synallaxis_propinqua
Chotoy Spinetail,Schoeniophylax phryganophilus,LC,Schoeniophylax_phryganophilus
Yellow-chinned Spinetail,Certhiaxis cinnamomeus,LC,Certhiaxis_cinnamomeus
Red-and-white Spinetail,Certhiaxis mustelinus,LC,Certhiaxis_mustelinus
Ochre-cheeked Spinetail,Synallaxis scutata,LC,Synallaxis_scutata
Grey-bellied Spinetail,Synallaxis cinerascens,LC,Synallaxis_cinerascens
Plain-crowned Spinetail,Synallaxis gujanensis,LC,Synallaxis_gujanensis
Maranon Spinetail,Synallaxis maranonica,CR,Synallaxis_maranonica
White-lored Spinetail,Synallaxis albilora,LC,Synallaxis_albilora
Hoary-throated Spinetail,Synallaxis kollari,CR,Synallaxis_kollari
White-whiskered Spinetail,Synallaxis candei,LC,Synallaxis_candei
Rufous-breasted Spinetail,Synallaxis erythrothorax,LC,Synallaxis_erythrothorax
Blackish-headed Spinetail,Synallaxis tithys,VU,Synallaxis_tithys
Rufous Spinetail,Synallaxis unirufa,LC,Synallaxis_unirufa
Black-throated Spinetail,Synallaxis castanea,LC,Synallaxis_castanea
Rusty-headed Spinetail,Synallaxis fuscorufa,VU,Synallaxis_fuscorufa
Stripe-breasted Spinetail,Synallaxis cinnamomea,LC,Synallaxis_cinnamomea
Ruddy Spinetail,Synallaxis rutilans,LC,Synallaxis_rutilans
Chestnut-throated Spinetail,Synallaxis cherriei,NT,Synallaxis_cherriei
Great Spinetail,Synallaxis hypochondriaca,VU,Siptornopsis_hypochondriaca
Russet-bellied Spinetail,Synallaxis zimmeri,EN,Synallaxis_zimmeri
Necklaced Spinetail,Synallaxis stictothorax,LC,Synallaxis_stictothorax
Slaty Spinetail,Synallaxis brachyura,LC,Synallaxis_brachyura
Silvery-throated Spinetail,Synallaxis subpudica,LC,Synallaxis_subpudica
Red-shouldered Spinetail,Synallaxis hellmayri,LC,Gyalophylax_hellmayri
Rufous-capped Spinetail,Synallaxis ruficapilla,LC,Synallaxis_ruficapilla
Bahia Spinetail,Synallaxis cinerea,NT,Synallaxis_whitneyi
Pinto's Spinetail,Synallaxis infuscata,EN,Synallaxis_infuscata
Dusky Spinetail,Synallaxis moesta,NT,Synallaxis_moesta
Cabanis's Spinetail,Synallaxis cabanisi,NT,Synallaxis_cabanisi
McConnell's Spinetail,Synallaxis macconnelli,LC,Synallaxis_macconnelli
Cinereous-breasted Spinetail,Synallaxis hypospodia,LC,Synallaxis_hypospodia
Spix's Spinetail,Synallaxis spixi,LC,Synallaxis_spixi
Dark-breasted Spinetail,Synallaxis albigularis,LC,Synallaxis_albigularis
Pale-breasted Spinetail,Synallaxis albescens,LC,Synallaxis_albescens
Sooty-fronted Spinetail,Synallaxis frontalis,LC,Synallaxis_frontalis
Azara's Spinetail,Synallaxis azarae,LC,Synallaxis_azarae
Apurimac Spinetail,Synallaxis courseni,VU,Synallaxis_courseni
Pale-bellied Tyrant-manakin,Neopelma pallescens,LC,Neopelma_pallescens
Saffron-crested Tyrant-manakin,Neopelma chrysocephalum,LC,Neopelma_chrysocephalum
Wied's Tyrant-manakin,Neopelma aurifrons,VU,Neopelma_aurifrons
Serra do Mar Tyrant-manakin,Neopelma chrysolophum,LC,Neopelma_chrysolophum
Sulphur-bellied Tyrant-manakin,Neopelma sulphureiventer,LC,Neopelma_sulphureiventer
Dwarf Tyrant-manakin,Tyranneutes stolzmanni,LC,Tyranneutes_stolzmanni
Tiny Tyrant-manakin,Tyranneutes virescens,LC,Tyranneutes_virescens
Olive Manakin,Xenopipo uniformis,LC,Xenopipo_uniformis
Black Manakin,Xenopipo atronitens,LC,Xenopipo_atronitens
Orange-crested Manakin,Heterocercus aurantiivertex,LC,Heterocercus_aurantiivertex
Yellow-crested Manakin,Heterocercus flavivertex,LC,Heterocercus_flavivertex
Flame-crested Manakin,Heterocercus linteatus,LC,Heterocercus_linteatus
White-collared Manakin,Manacus candei,LC,Manacus_candei
Orange-collared Manakin,Manacus aurantiacus,LC,Manacus_aurantiacus
Golden-collared Manakin,Manacus vitellinus,LC,Manacus_vitellinus
White-bearded Manakin,Manacus manacus,LC,Manacus_manacus
Wire-tailed Manakin,Pipra filicauda,LC,Pipra_filicauda
Crimson-hooded Manakin,Pipra aureola,LC,Pipra_aureola
Band-tailed Manakin,Pipra fasciicauda,LC,Pipra_fasciicauda
Club-winged Manakin,Machaeropterus deliciosus,LC,Machaeropterus_deliciosus
Eastern Striped Manakin,Machaeropterus regulus,LC,Machaeropterus_regulus
Fiery-capped Manakin,Machaeropterus pyrocephalus,LC,Machaeropterus_pyrocephalus
White-crowned Manakin,Pseudopipra pipra,LC,Pipra_pipra
Scarlet-horned Manakin,Ceratopipra cornuta,LC,Pipra_cornuta
Red-capped Manakin,Ceratopipra mentalis,LC,Pipra_mentalis
Golden-headed Manakin,Ceratopipra erythrocephala,LC,Pipra_erythrocephala
Red-headed Manakin,Ceratopipra rubrocapilla,LC,Pipra_rubrocapilla
Round-tailed Manakin,Ceratopipra chloromeros,LC,Pipra_chloromeros
Green Manakin,Cryptopipo holochlora,LC,Xenopipo_holochlora
Yellow-headed Manakin,Chloropipo flavicapilla,VU,Xenopipo_flavicapilla
Jet Manakin,Chloropipo unicolor,LC,Xenopipo_unicolor
Orange-bellied Manakin,Lepidothrix suavissima,LC,Lepidothrix_suavissima
White-fronted Manakin,Lepidothrix serena,LC,Lepidothrix_serena
Blue-crowned Manakin,Lepidothrix coronata,LC,Lepidothrix_coronata
Snow-capped Manakin,Lepidothrix nattereri,LC,Lepidothrix_nattereri
Golden-crowned Manakin,Lepidothrix vilasboasi,VU,Lepidothrix_vilasboasi
Opal-crowned Manakin,Lepidothrix iris,VU,Lepidothrix_iris
Blue-rumped Manakin,Lepidothrix isidorei,NT,Lepidothrix_isidorei
Cerulean-capped Manakin,Lepidothrix coeruleocapilla,LC,Lepidothrix_coeruleocapilla
Pin-tailed Manakin,Ilicura militaris,LC,Ilicura_militaris
Golden-winged Manakin,Masius chrysopterus,LC,Masius_chrysopterus
White-ruffed Manakin,Corapipo leucorrhoa,LC,Corapipo_leucorrhoa
White-throated Manakin,Corapipo gutturalis,LC,Corapipo_gutturalis
Araripe Manakin,Antilophia bokermanni,CR,Antilophia_bokermanni
Helmeted Manakin,Antilophia galeata,LC,Antilophia_galeata
Long-tailed Manakin,Chiroxiphia linearis,LC,Chiroxiphia_linearis
Lance-tailed Manakin,Chiroxiphia lanceolata,LC,Chiroxiphia_lanceolata
Blue-backed Manakin,Chiroxiphia pareola,LC,Chiroxiphia_pareola
Yungas Manakin,Chiroxiphia boliviana,LC,Chiroxiphia_boliviana
Blue Manakin,Chiroxiphia caudata,LC,Chiroxiphia_caudata
Scaled Fruiteater,Ampelioides tschudii,LC,Ampelioides_tschudii
Fiery-throated Fruiteater,Pipreola chlorolepidota,NT,Pipreola_chlorolepidota
Scarlet-breasted Fruiteater,Pipreola frontalis,LC,Pipreola_frontalis
Handsome Fruiteater,Pipreola formosa,LC,Pipreola_formosa
Red-banded Fruiteater,Pipreola whitelyi,LC,Pipreola_whitelyi
Black-chested Fruiteater,Pipreola lubomirskii,LC,Pipreola_lubomirskii
Orange-breasted Fruiteater,Pipreola jucunda,LC,Pipreola_jucunda
Masked Fruiteater,Pipreola pulchra,LC,Pipreola_pulchra
Golden-breasted Fruiteater,Pipreola aureopectus,LC,Pipreola_aureopectus
Barred Fruiteater,Pipreola arcuata,LC,Pipreola_arcuata
Band-tailed Fruiteater,Pipreola intermedia,LC,Pipreola_intermedia
Green-and-black Fruiteater,Pipreola riefferii,LC,Pipreola_riefferii
Grey-tailed Piha,Snowornis subalaris,NT,Snowornis_subalaris
Olivaceous Piha,Snowornis cryptolophus,LC,Snowornis_cryptolophus
Hooded Berryeater,Carpornis cucullata,NT,Carpornis_cucullata
Black-headed Berryeater,Carpornis melanocephala,VU,Carpornis_melanocephala
Andean Cock-of-the-rock,Rupicola peruvianus,LC,Rupicola_peruvianus
Guianan Cock-of-the-rock,Rupicola rupicola,LC,Rupicola_rupicola
Guianan Red Cotinga,Phoenicircus carnifex,LC,Phoenicircus_carnifex
Black-necked Red Cotinga,Phoenicircus nigricollis,LC,Phoenicircus_nigricollis
White-cheeked Cotinga,Zaratornis stresemanni,VU,Zaratornis_stresemanni
Rufous-tailed Plantcutter,Phytotoma rara,LC,Phytotoma_rara
Peruvian Plantcutter,Phytotoma raimondii,VU,Phytotoma_raimondii
White-tipped Plantcutter,Phytotoma rutila,LC,Phytotoma_rutila
Swallow-tailed Cotinga,Phibalura flavirostris,NT,Phibalura_flavirostris
Bay-vented Cotinga,Doliornis sclateri,VU,Doliornis_sclateri
Chestnut-bellied Cotinga,Doliornis remseni,VU,Doliornis_remseni
Red-crested Cotinga,Ampelion rubrocristatus,LC,Ampelion_rubrocristatus
Chestnut-crested Cotinga,Ampelion rufaxilla,LC,Ampelion_rufaxilla
Crimson Fruitcrow,Haematoderus militaris,LC,Haematoderus_militaris
Purple-throated Fruitcrow,Querula purpurata,LC,Querula_purpurata
Red-ruffed Fruitcrow,Pyroderus scutatus,LC,Pyroderus_scutatus
Bare-necked Umbrellabird,Cephalopterus glabricollis,EN,Cephalopterus_glabricollis
Long-wattled Umbrellabird,Cephalopterus penduliger,VU,Cephalopterus_penduliger
Amazonian Umbrellabird,Cephalopterus ornatus,LC,Cephalopterus_ornatus
Capuchinbird,Perissocephalus tricolor,LC,Perissocephalus_tricolor
Rufous Piha,Lipaugus unirufus,LC,Lipaugus_unirufus
Black-and-gold Cotinga,Lipaugus ater,NT,Tijuca_atra
Grey-winged Cotinga,Lipaugus conditus,VU,Tijuca_condita
Cinnamon-vented Piha,Lipaugus lanioides,NT,Lipaugus_lanioides
Rose-collared Piha,Lipaugus streptophorus,LC,Lipaugus_streptophorus
Screaming Piha,Lipaugus vociferans,LC,Lipaugus_vociferans
Chestnut-capped Piha,Lipaugus weberi,CR,Lipaugus_weberi
Dusky Piha,Lipaugus fuscocinereus,LC,Lipaugus_fuscocinereus
Scimitar-winged Piha,Lipaugus uropygialis,VU,Lipaugus_uropygialis
White Bellbird,Procnias albus,LC,Procnias_albus
Three-wattled Bellbird,Procnias tricarunculatus,VU,Procnias_tricarunculatus
Bare-throated Bellbird,Procnias nudicollis,VU,Procnias_nudicollis
Bearded Bellbird,Procnias averano,LC,Procnias_averano
Plum-throated Cotinga,Cotinga maynana,LC,Cotinga_maynana
Spangled Cotinga,Cotinga cayana,LC,Cotinga_cayana
Lovely Cotinga,Cotinga amabilis,LC,Cotinga_amabilis
Blue Cotinga,Cotinga nattererii,LC,Cotinga_nattererii
Turquoise Cotinga,Cotinga ridgwayi,VU,Cotinga_ridgwayi
Banded Cotinga,Cotinga maculata,EN,Cotinga_maculata
Purple-breasted Cotinga,Cotinga cotinga,LC,Cotinga_cotinga
Purple-throated Cotinga,Porphyrolaema porphyrolaema,LC,Porphyrolaema_porphyrolaema
Black-faced Cotinga,Conioptilon mcilhennyi,LC,Conioptilon_mcilhennyi
Bare-necked Fruitcrow,Gymnoderus foetidus,LC,Gymnoderus_foetidus
Pompadour Cotinga,Xipholena punicea,LC,Xipholena_punicea
White-tailed Cotinga,Xipholena lamellipennis,NT,Xipholena_lamellipennis
White-winged Cotinga,Xipholena atropurpurea,VU,Xipholena_atropurpurea
Black-tipped Cotinga,Carpodectes hopkei,LC,Carpodectes_hopkei
Yellow-billed Cotinga,Carpodectes antoniae,EN,Carpodectes_antoniae
Snowy Cotinga,Carpodectes nitidus,LC,Carpodectes_nitidus
Sharpbill,Oxyruncus cristatus,LC,Oxyruncus_cristatus
Northern Royal Flycatcher,Onychorhynchus mexicanus,LC,Onychorhynchus_mexicanus
Pacific Royal Flycatcher,Onychorhynchus occidentalis,VU,Onychorhynchus_occidentalis
Amazonian Royal Flycatcher,Onychorhynchus coronatus,LC,Onychorhynchus_coronatus
Atlantic Royal Flycatcher,Onychorhynchus swainsoni,VU,Onychorhynchus_swainsoni
Ruddy-tailed Flycatcher,Terenotriccus erythrurus,LC,Terenotriccus_erythrurus
Tawny-breasted Flycatcher,Myiobius villosus,LC,Myiobius_villosus
Sulphur-rumped Flycatcher,Myiobius sulphureipygius,LC,Myiobius_sulphureipygius
Whiskered Flycatcher,Myiobius barbatus,LC,Myiobius_barbatus
Black-tailed Flycatcher,Myiobius atricaudus,LC,Myiobius_atricaudus
White-browed Purpletuft,Iodopleura isabellae,LC,Iodopleura_isabellae
Dusky Purpletuft,Iodopleura fusca,LC,Iodopleura_fusca
Buff-throated Purpletuft,Iodopleura pipra,EN,Iodopleura_pipra
Black-crowned Tityra,Tityra inquisitor,LC,Tityra_inquisitor
Western Black-tailed Tityra,Tityra cayana,LC,Tityra_cayana
Masked Tityra,Tityra semifasciata,LC,Tityra_semifasciata
White-naped Becard,Xenopsaris albinucha,LC,Xenopsaris_albinucha
Barred Becard,Pachyramphus versicolor,LC,Pachyramphus_versicolor
Yellow-cheeked Becard,Pachyramphus xanthogenys,LC,Pachyramphus_xanthogenys
Green-backed Becard,Pachyramphus viridis,LC,Pachyramphus_viridis
Slaty Becard,Pachyramphus spodiurus,EN,Pachyramphus_spodiurus
Cinereous Becard,Pachyramphus rufus,LC,Pachyramphus_rufus
Pink-throated Becard,Pachyramphus minor,LC,Pachyramphus_minor
Rose-throated Becard,Pachyramphus aglaiae,LC,Pachyramphus_aglaiae
Jamaican Becard,Pachyramphus niger,LC,Pachyramphus_niger
One-colored Becard,Pachyramphus homochrous,LC,Pachyramphus_homochrous
Crested Becard,Pachyramphus validus,LC,Pachyramphus_validus
Glossy-backed Becard,Pachyramphus surinamus,LC,Pachyramphus_surinamus
Cinnamon Becard,Pachyramphus cinnamomeus,LC,Pachyramphus_cinnamomeus
Chestnut-crowned Becard,Pachyramphus castaneus,LC,Pachyramphus_castaneus
Eastern Grey-collared Becard,Pachyramphus major,LC,Pachyramphus_major
Black-capped Becard,Pachyramphus marginatus,LC,Pachyramphus_marginatus
White-winged Becard,Pachyramphus polychopterus,LC,Pachyramphus_polychopterus
Black-and-white Becard,Pachyramphus albogriseus,LC,Pachyramphus_albogriseus
Varzea Schiffornis,Schiffornis major,LC,Schiffornis_major
Greenish Schiffornis,Schiffornis virescens,LC,Schiffornis_virescens
Brown-winged Mourner,Schiffornis turdina,LC,Schiffornis_turdina
Speckled Mourner,Laniocera rufescens,LC,Laniocera_rufescens
Cinereous Mourner,Laniocera hypopyrra,LC,Laniocera_hypopyrra
Andean Mourner,Laniisoma buckleyi,NT,Laniisoma_buckleyi
Elegant Mourner,Laniisoma elegans,NT,Laniisoma_elegans
Kinglet Calyptura,Calyptura cristata,CR,Calyptura_cristata
Cinnamon Manakin-tyrant,Neopipo cinnamomea,LC,Neopipo_cinnamomea
Cinnamon-crested Spadebill,Platyrinchus saturatus,LC,Platyrinchus_saturatus
Stub-tailed Spadebill,Platyrinchus cancrominus,LC,Platyrinchus_cancrominus
Eastern White-throated Spadebill,Platyrinchus mystaceus,LC,Platyrinchus_mystaceus
Golden-crowned Spadebill,Platyrinchus coronatus,LC,Platyrinchus_coronatus
Yellow-throated Spadebill,Platyrinchus flavigularis,LC,Platyrinchus_flavigularis
White-crested Spadebill,Platyrinchus platyrhynchos,LC,Platyrinchus_platyrhynchos
Russet-winged Spadebill,Platyrinchus leucoryphus,VU,Platyrinchus_leucoryphus
Grey-headed Piprites,Piprites griseiceps,LC,Piprites_griseiceps
Wing-barred Piprites,Piprites chloris,LC,Piprites_chloris
Black-capped Piprites,Piprites pileata,VU,Piprites_pileata
Many-colored Rush-tyrant,Tachuris rubrigastra,LC,Tachuris_rubrigastra
Bronze-olive Pygmy-tyrant,Pseudotriccus pelzelni,LC,Pseudotriccus_pelzelni
Hazel-fronted Pygmy-tyrant,Pseudotriccus simplex,LC,Pseudotriccus_simplex
Rufous-headed Pygmy-tyrant,Pseudotriccus ruficeps,LC,Pseudotriccus_ruficeps
Ringed Antpipit,Corythopis torquatus,LC,Corythopis_torquatus
Southern Antpipit,Corythopis delalandi,LC,Corythopis_delalandi
Yellow-green Tyrannulet,Phylloscartes flavovirens,LC,Phylloscartes_flavovirens
Mottle-cheeked Tyrannulet,Phylloscartes ventralis,LC,Phylloscartes_ventralis
Olive-green Tyrannulet,Phylloscartes virescens,LC,Phylloscartes_virescens
Bahia Tyrannulet,Phylloscartes beckeri,EN,Phylloscartes_beckeri
Restinga Tyrannulet,Phylloscartes kronei,VU,Phylloscartes_kronei
Ecuadorian Tyrannulet,Phylloscartes gualaquizae,NT,Phylloscartes_gualaquizae
Black-fronted Tyrannulet,Phylloscartes nigrifrons,LC,Phylloscartes_nigrifrons
Alagoas Tyrannulet,Phylloscartes ceciliae,CR,Phylloscartes_ceciliae
Rufous-browed Tyrannulet,Phylloscartes superciliaris,LC,Phylloscartes_superciliaris
Rufous-lored Tyrannulet,Phylloscartes flaviventris,LC,Phylloscartes_flaviventris
Cinnamon-faced Tyrannulet,Phylloscartes parkeri,LC,Phylloscartes_parkeri
Minas Gerais Tyrannulet,Phylloscartes roquettei,EN,Phylloscartes_roquettei
Sao Paulo Tyrannulet,Phylloscartes paulista,NT,Phylloscartes_paulista
Oustalet's Tyrannulet,Phylloscartes oustaleti,NT,Phylloscartes_oustaleti
Serra do Mar Tyrannulet,Phylloscartes difficilis,NT,Phylloscartes_difficilis
Bay-ringed Tyrannulet,Phylloscartes sylviolus,NT,Phylloscartes_sylviolus
Variegated Bristle-tyrant,Pogonotriccus poecilotis,LC,Phylloscartes_poecilotis
Marble-faced Bristle-tyrant,Pogonotriccus ophthalmicus,LC,Phylloscartes_ophthalmicus
Venezuelan Bristle-tyrant,Pogonotriccus venezuelanus,NT,Phylloscartes_venezuelanus
Antioquia Bristle-tyrant,Pogonotriccus lanyoni,EN,Phylloscartes_lanyoni
Spectacled Bristle-tyrant,Pogonotriccus orbitalis,LC,Phylloscartes_orbitalis
Southern Bristle-tyrant,Pogonotriccus eximius,NT,Phylloscartes_eximius
Streak-necked Flycatcher,Mionectes striaticollis,LC,Mionectes_striaticollis
Olive-streaked Flycatcher,Mionectes olivaceus,LC,Mionectes_olivaceus
Olive-striped Flycatcher,Mionectes galbinus,LC,Mionectes_olivaceus
Ochre-bellied Flycatcher,Mionectes oleagineus,LC,Mionectes_oleagineus
McConnell's Flycatcher,Mionectes macconnelli,LC,Mionectes_macconnelli
Grey-hooded Flycatcher,Mionectes rufiventris,LC,Mionectes_rufiventris
Sepia-capped Flycatcher,Leptopogon amaurocephalus,LC,Leptopogon_amaurocephalus
Slaty-capped Flycatcher,Leptopogon superciliaris,LC,Leptopogon_superciliaris
Rufous-breasted Flycatcher,Leptopogon rufipectus,LC,Leptopogon_rufipectus
Inca Flycatcher,Leptopogon taczanowskii,NT,Leptopogon_taczanowskii
Black-chested Tyrant,Taeniotriccus andrei,LC,Taeniotriccus_andrei
Brownish Twistwing,Cnipodectes subbrunneus,LC,Cnipodectes_subbrunneus
Rufous Twistwing,Cnipodectes superrufus,VU,Cnipodectes_superrufus
Eye-ringed Flatbill,Rhynchocyclus brevirostris,LC,Rhynchocyclus_brevirostris
Eastern Olivaceous Flatbill,Rhynchocyclus olivaceus,LC,Rhynchocyclus_olivaceus
Pacific Flatbill,Rhynchocyclus pacificus,LC,Rhynchocyclus_pacificus
Fulvous-breasted Flatbill,Rhynchocyclus fulvipectus,LC,Rhynchocyclus_fulvipectus
Yellow-olive Flatbill,Tolmomyias sulphurescens,LC,Tolmomyias_sulphurescens
Orange-eyed Flatbill,Tolmomyias traylori,LC,Tolmomyias_traylori
Yellow-margined Flatbill,Tolmomyias assimilis,LC,Tolmomyias_assimilis
Yellow-winged Flatbill,Tolmomyias flavotectus,LC,Tolmomyias_flavotectus
Grey-crowned Flatbill,Tolmomyias poliocephalus,LC,Tolmomyias_poliocephalus
Olive-faced Flatbill,Tolmomyias viridiceps,LC,Tolmomyias_viridiceps
Ochre-lored Flatbill,Tolmomyias flaviventris,LC,Tolmomyias_flaviventris
Eared Pygmy-tyrant,Myiornis auricularis,LC,Myiornis_auricularis
White-bellied Pygmy-tyrant,Myiornis albiventris,LC,Myiornis_albiventris
Black-capped Pygmy-tyrant,Myiornis atricapillus,LC,Myiornis_atricapillus
